1016027087	2591644	A0A516L161
1016027088	2591644	A0A516L162
1016027089	2591644	A0A516L0W3
1016027090	2591644	A0A516L164
1016027091	2591644	A0A516L0W5
1016027092	2591644	A0A516L0W6
1016027093	2591644	A0A516L167
1016027094	2591644	A0A516L168
1016027095	2591644	A0A516L169
1016027096	2583166	A0A4P8W6L4
1016027097	1322481	R4PB31
1016027098	1322650	R4PAT2
1016027099	1322434	R4PB33
1016027100	1322553	R4PAT3
1016027101	1322412	R4PAT5
1016027102	1322650	R4PAT6
1016027103	2583116	A0A4P8W6L9
1016027104	1322481	R4PB38
1016027105	1322434	R4PB39
1016027106	1323023	R4PAT9
1016027107	1322647	R4PAT8
1016027108	2583189	A0A4P8W6L6
1016027109	2583188	A0A4P8W6L5
1016027110	2591644	A0A516L0W9
1016027111	2591644	A0A516L0W8
1016027112	2591644	A0A516L0W7
1016027113	2591644	A0A516L166
1016027114	2583173	A0A4P8W6L0
1016027115	2591644	A0A516L0W4
1016027116	2591644	A0A516L0W2
1016027117	10407	A0A0P0KHE6
1016027118	10407	A0A0P0KHD9
1016027119	2591644	A0A516L0X0
1016027120	2591644	A0A516L0X1
1016027121	2591644	A0A516L172
1016027122	2591644	A0A516L0X3
1016027123	2591644	A0A516L0X4
1016027124	2591644	A0A516L0X5
1016027125	2591644	A0A516L0X6
1016027126	2591644	A0A516L0X7
1016027127	2591644	A0A516L178
1016027128	2591644	A0A516L0X9
1016027129	1322412	R4PAU0
1016027130	2583168	A0A4P8W6M5
1016027131	1322657	R4PB42
1016027132	1322647	R4PAU3
1016027133	1322481	R4PB44
1016027134	1322413	R4PAU5
1016027135	1322655	R4PB46
1016027136	1322657	R4PB47
1016027137	1323047	R4PB48
1016027138	1322652	R4PAU9
1016027139	1323023	R4PAU8
1016027140	1322648	R4PAU7
1016027141	2583178	A0A4P8W6M8
1016027142	2583177	A0A4P8W6M4
1016027143	2591644	A0A516L179
1016027144	2583190	A0A4P8W6M3
1016027145	2591644	A0A516L0X8
1016027146	10407	A0A0P0KHF2
1016027147	2583189	A0A4P8W6M2
1016027148	2591644	A0A516L177
1016027149	2591644	A0A516L176
1016027150	2583167	A0A4P8W6M0
1016027151	2591644	A0A516L175
1016027152	2591644	A0A516L180
1016027153	2591644	A0A516L181
1016027154	2591644	A0A516L0Y2
1016027155	2591644	A0A516L0Y3
1016027156	2591644	A0A516L184
1016027157	2591644	A0A516L185
1016027158	2583170	A0A4P8W6N0
1016027159	2591644	A0A516L0Y7
1016027160	2591644	A0A516L0Y8
1016027161	2583191	A0A4P8W6N3
1016027162	1322413	R4PAV0
1016027163	2583119	A0A4P8W6N5
1016027164	1322658	R4PB52
1016027165	1323023	R4PAV3
1016027166	1322799	R4PB54
1016027167	1322652	R4PAV5
1016027168	1322413	R4PAV6
1016027169	1322658	R4PB57
1016027170	1322483	R4PB58
1016027171	1322799	R4PB59
1016027172	1322652	R4PAV9
1016027173	1322410	R4PAV8
1016027174	1323047	R4PB55
1016027175	1322649	R4PAV4
1016027176	1322648	R4PAV1
1016027177	1322655	R4PB50
1016027178	2583155	A0A4P8W6N4
1016027179	10407	A0A0P0KHG2
1016027180	2591644	A0A516L0Y9
1016027181	2591644	A0A516L189
1016027182	2591644	A0A516L188
1016027183	2591644	A0A516L187
1016027184	31646	A0A0P0KHG7
1016027185	2591644	A0A516L190
1016027186	2591644	A0A516L191
1016027187	2591644	A0A516L0Z2
1016027188	2591644	A0A516L0Z3
1016027189	2591644	A0A516L194
1016027190	2591644	A0A516L195
1016027191	2591644	A0A516L196
1016027192	2591644	A0A516L197
1016027193	2591644	A0A516L0Z8
1016027194	2591644	A0A516L0Z9
1016027195	1322649	R4PAW0
1016027196	1323047	R4PB60
1016027197	2591644	A0A516L198
1016027198	2591644	A0A516L0Z7
1016027199	1322483	R4PB64
1016027200	1322649	R4PAW5
1016027201	1323048	R4PB65
1016027202	1323041	R4PAW7
1016027203	1322483	R4PB68
1016027204	1322797	R4PAW9
1016027205	1322410	R4PAW4
1016027206	2591644	A0A516L0Z6
1016027207	2591644	A0A516L0Z5
1016027208	2591644	A0A516L0Z4
1016027209	2591644	A0A516L193
1016027210	2591644	A0A516L192
1016027211	10407	A0A0P0KHG9
1016027212	2591644	A0A516L0Z1
1016027213	2591644	A0A516L0Z0
1016027214	2583190	A0A4P8W6N1
1016027215	2591644	A0A516L0Y6
1016027216	10407	A0A0P0KHH6
1016027217	2591644	A0A516L186
1016027218	2591644	A0A516L0Y5
1016027219	2591644	A0A516L0Y4
1016027220	2591644	A0A516L183
1016027221	2591644	A0A516L182
1016027222	2591644	A0A516L0Y1
1016027223	2591644	A0A516L0Y0
1016027224	2583193	A0A4P8W6P0
1016027225	2583171	A0A4P8W6P1
1016027226	31646	A0A0P0KHF8
1016027227	2583156	A0A4P8W6P3
1016027228	1323048	R4PB70
1016027229	1322478	R4PAX0
1016027230	1323041	R4PAX2
1016027231	2583195	A0A4P8W6P7
1016027232	1322797	R4PAX4
1016027233	2583183	A0A4P8W6P9
1016027234	1322659	R4PB76
1016027235	1322653	R4PAX7
1016027236	1322478	R4PAX6
1016027237	1322650	R4PAX9
1016027238	2583172	A0A4P8W6P8
1016027239	1322411	R4PB74
1016027240	1322653	R4PAX3
1016027241	2583193	A0A4P8W6P6
1016027242	2591644	A0A516L174
1016027243	31646	A0A0P0KHI0
1016027244	2591644	A0A516L0X2
1016027245	31646	A0A0P0KHE8
1016027246	2591644	A0A516L0W1
1016027247	10407	A0A0P0KHI4
1016027248	31646	A0A0P0KHD8
1016027249	2591644	A0A516L150
1016027250	2591644	A0A516L0U5
1016027251	31646	A0A0P0KHI8
1016027252	31647	A0A0P0KHB9
1016027253	2591644	A0A516L0U1
1016027254	2591644	A0A516L140
1016027255	1322435	R4PB56
1016027256	1322435	R4PB51
1016027257	2583107	A0A4P8W700
1016027258	2583123	A0A4P8W6Q0
1016027259	2583159	A0A4P8W6Q2
1016027260	2583195	A0A4P8W6Q3
1016027261	2583154	A0A4P8W6Q4
1016027262	2583174	A0A4P8W6Q5
1016027263	2583197	A0A4P8W6Q6
1016027264	1322653	R4PAY3
1016027265	10376	A0A3R6AAB3
1016027266	2583108	A0A4P8W709
1016027267	1322660	R4PB86
1016027268	1322432	R4PAY7
1016027269	1322657	R4PB88
1016027270	1322650	R4PAY9
1016027271	1322660	R4PB89
1016027272	1322479	R4PAY5
1016027273	2583124	A0A4P8W6Q9
1016027274	1322650	R4PAY4
1016027275	1322657	R4PB84
1016027276	2583165	A0A4P8W6Q7
1016027277	1322659	R4PB82
1016027278	2583207	A0A4P8W706
1016027279	10407	A0A0P0KHJ3
1016027280	2583106	A0A4P8W705
1016027281	1322478	R4PAY0
1016027282	1322411	R4PB80
1016027283	2583179	A0A4P8W702
1016027284	31646	A0A0P0KHJ8
1016027285	10407	A0A0P0KHJ9
1016027286	1322435	R4PB45
1016027287	2583117	A0A4P8W6M7
1016027288	2583185	A0A4P8W6K1
1016027289	1322942	R4PAR1
1016027290	1322800	R4PB81
1016027291	2583197	A0A4P8W6R1
1016027292	1322800	R4PB77
1016027293	2583175	A0A4P8W6R3
1016027294	2583100	A0A4P8W714
1016027295	2583176	A0A4P8W6R5
1016027296	2583130	A0A4P8W716
1016027297	1322660	R4PB93
1016027298	2583161	A0A4P8W6R8
1016027299	1322655	R4PAZ5
1016027300	1322565	R4PAZ6
1016027301	1322658	R4PB95
1016027302	1323043	R4PB98
1016027303	1322658	R4PB99
1016027304	2583201	A0A4P8W6R9
1016027305	1322432	R4PAZ4
1016027306	1323042	R4PB94
1016027307	2583126	A0A4P8W6R6
1016027308	1322657	R4PB91
1016027309	1322479	R4PAZ0
1016027310	1323042	R4PB90
1016027311	2583107	A0A4P8W713
1016027312	2583185	A0A4P8W6R7
1016027313	1322801	R4PB72
1016027314	1322801	R4PB67
1016027315	1322801	R4PB61
1016027316	1322800	R4PB37
1016027317	10407	A0A0P0KHK8
1016027318	10407	A0A0P0KHK9
1016027319	1322800	R4PB34
1016027320	1322800	R4PB28
1016027321	2583163	A0A4P8W6K5
1016027322	1322651	R4PAZ7
1016027323	2583108	A0A4P8W720
1016027324	2583102	A0A4P8W721
1016027325	2583133	A0A4P8W722
1016027326	2583187	A0A4P8W723
1016027327	2583183	A0A4P8W724
1016027328	2583188	A0A4P8W6S5
1016027329	2583203	A0A4P8W6S6
1016027330	2583204	A0A4P8W6S7
1016027331	2583178	A0A4P8W6S3
1016027332	2583110	A0A4P8W6S9
1016027333	2583198	A0A4P8W6S2
1016027334	2583202	A0A4P8W6S0
1016027335	2583163	A0A4P8W6S8
1016027336	1322651	R4PAZ3
1016027337	1322656	R4PB71
1016027338	1322656	R4PB66
1016027339	1322656	R4PB62
1016027340	1322651	R4PAU4
1016027341	1322651	R4PAU1
1016027342	1322656	R4PB23
1016027343	1322656	R4PB20
1016027344	1322794	R4PAR4
1016027345	2583150	A0A4P8W727
1016027346	2583180	A0A4P8W711
1016027347	2583180	A0A4P8W6N6
1016027348	1322604	R4PAU2
1016027349	10407	A0A0P0KHL7
1016027350	1322604	R4PAT7
1016027351	10407	A0A0P0KHL9
1016027352	2583150	A0A4P8W6L7
1016027353	2583194	A0A4P8W710
1016027354	1322901	R4PB43
1016027355	1322901	R4PB40
1016027356	2583121	A0A4P8W730
1016027357	2583206	A0A4P8W6T1
1016027358	2583204	A0A4P8W6T2
1016027359	2583189	A0A4P8W6T3
1016027360	2583202	A0A4P8W734
1016027361	2583164	A0A4P8W6T5
1016027362	11034	A0A4P8W736
1016027363	2583113	A0A4P8W6T7
1016027364	2583112	A0A4P8W738
1016027365	2583186	A0A4P8W739
1016027366	2583206	A0A4P8W6T9
1016027367	2583207	A0A4P8W6T8
1016027368	2583151	A0A4P8W735
1016027369	2583135	A0A4P8W732
1016027370	2583130	A0A4P8W6T0
1016027371	2583180	A0A4P8W6T4
1016027372	1323068	R4PAZ8
1016027373	1323068	R4PAZ2
1016027374	1323070	R4PB78
1016027375	1323070	R4PB73
1016027376	2583147	A0A4P8W712
1016027377	2583120	A0A4P8W6P4
1016027378	1322798	R4PAW8
1016027379	1322798	R4PAW3
1016027380	1322798	R4PB14
1016027381	10407	A0A0P0KHM6
1016027382	2583200	A0A4P8W725
1016027383	2583196	A0A4P8W717
1016027384	81931	A0A0P0KHM9
1016027385	1322556	R4PB85
1016027386	2583192	A0A4P8W703
1016027387	1322556	R4PB79
1016027388	1322556	R4PB75
1016027389	2583133	A0A4P8W6U0
1016027390	2583190	A0A4P8W6U1
1016027391	2583153	A0A4P8W742
1016027392	11034	A0A4P8W743
1016027393	2583166	A0A4P8W6U4
1016027394	2583188	A0A4P8W745
1016027395	2583103	A0A4P8W746
1016027396	2583207	A0A4P8W6U6
1016027397	2583135	A0A4P8W6U8
1016027398	2583191	A0A4P8W6U9
1016027399	2583204	A0A4P8W740
1016027400	2583137	A0A4P8W741
1016027401	2583205	A0A4P8W747
1016027402	1323069	R4PAW6
1016027403	1323069	R4PAW1
1016027404	2583192	A0A4P8W6N8
1016027405	2583098	A0A4P8W6M9
1016027406	1322798	R4PB19
1016027407	2583200	A0A4P8W6R4
1016027408	2019888	A0A220VWL6
1016027409	2591644	A0A516L0T6
1016027410	2583167	A0A4P8W6I0
1016027411	10407	A0A0P0KHN3
1016027412	2591644	A0A516L135
1016027413	2591644	A0A516L134
1016027414	2591644	A0A516L0T2
1016027415	2591644	A0A516L0T1
1016027416	2591644	A0A516L0T0
1016027417	12216	A0A0P0KHN9
1016027418	2591644	A0A516L0S5
1016027419	2591644	A0A516L0S4
1016027420	2591644	A0A516L0S3
1016027421	2591644	A0A516L122
1016027422	2583155	A0A4P8W750
1016027423	2583168	A0A4P8W6V1
1016027424	2583116	A0A4P8W6V2
1016027425	2583100	A0A4P8W6V3
1016027426	2583102	A0A4P8W6V4
1016027427	11034	A0A4P8W753
1016027428	2583104	A0A4P8W756
1016027429	2583169	A0A4P8W6V7
1016027430	2583189	A0A4P8W758
1016027431	2583207	A0A4P8W759
1016027432	1381007	A0A4P8W757
1016027433	2583193	A0A4P8W6V6
1016027434	11034	A0A4P8W751
1016027435	2583117	A0A4P8W6V9
1016027436	2583157	A0A4P8W752
1016027437	2591644	A0A516L121
1016027438	2591644	A0A516L0S0
1016027439	2591644	A0A516L111
1016027440	2591644	A0A516L110
1016027441	2591644	A0A516L0Q5
1016027442	2591644	A0A516L104
1016027443	2591644	A0A516L0Q4
1016027444	2019771	A0A220VWI2
1016027445	2591644	A0A516L0Q3
1016027446	2591644	A0A516L102
1016027447	2591644	A0A516L0Q2
1016027448	2591644	A0A516L0Q1
1016027449	2591644	A0A516L1A0
1016027450	2591644	A0A516L1A1
1016027451	2591644	A0A516L1A2
1016027452	2591644	A0A516L1A3
1016027453	2591644	A0A516L1A4
1016027454	2591644	A0A516L1A5
1016027455	2591644	A0A516L1A6
1016027456	2583195	A0A4P8W6W1
1016027457	2583191	A0A4P8W762
1016027458	2591644	A0A516L1A9
1016027459	2583159	A0A4P8W764
1016027460	11034	A0A4P8W765
1016027461	2583170	A0A4P8W6W6
1016027462	2583107	A0A4P8W767
1016027463	2583118	A0A4P8W6W8
1016027464	2583099	A0A4P8W769
1016027465	2583140	A0A4P8W6W5
1016027466	2583142	A0A4P8W763
1016027467	2583102	A0A4P8W6W2
1016027468	2591644	A0A516L1A8
1016027469	2591644	A0A516L1A7
1016027470	2583106	A0A4P8W761
1016027471	11034	A0A4P8W760
1016027472	2583185	A0A4P8W6W7
1016027473	2583192	A0A4P8W766
1016027474	2591644	A0A516L101
1016027475	2591644	A0A516L100
1016027476	10407	A0A0P0KHP2
1016027477	2591644	A0A516L092
1016027478	2591644	A0A516L091
1016027479	2019763	A0A220VW10
1016027480	2019765	A0A220VW07
1016027481	2591644	A0A516L087
1016027482	2591644	A0A516L086
1016027483	2591644	A0A516L1B1
1016027484	2591644	A0A516L1B2
1016027485	2591644	A0A516L1B3
1016027486	2591644	A0A516L1B4
1016027487	2591644	A0A516L1B5
1016027488	2583197	A0A4P8W6X0
1016027489	2591644	A0A516L1B7
1016027490	2591644	A0A516L1B8
1016027491	2591644	A0A516L1B9
1016027492	2583186	A0A4P8W6X4
1016027493	2583193	A0A4P8W775
1016027494	2583108	A0A4P8W776
1016027495	2583103	A0A4P8W6X7
1016027496	2583132	A0A4P8W6X8
1016027497	2583145	A0A4P8W779
1016027498	2583142	A0A4P8W6X9
1016027499	2583101	A0A4P8W774
1016027500	2583172	A0A4P8W6X3
1016027501	11034	A0A4P8W772
1016027502	11034	A0A4P8W771
1016027503	2591644	A0A516L1B6
1016027504	2583120	A0A4P8W6X5
1016027505	2583200	A0A4P8W6X6
1016027506	2583118	A0A4P8W5N0
1016027507	12216	A0A0P0KHQ0
1016027508	10407	A0A0P0KHQ1
1016027509	2591644	A0A516L085
1016027510	10407	A0A0P0KI03
1016027511	11103	A0A0P0KI04
1016027512	2019739	A0A220VW02
1016027513	2591644	A0A516L083
1016027514	2019589	A0A220VW01
1016027515	2591644	A0A516L1C0
1016027516	10407	A0A0P0KHQ9
1016027517	2591644	A0A516L1C2
1016027518	2591644	A0A516L1C3
1016027519	2591644	A0A516L1C4
1016027520	2591644	A0A516L1C1
1016027521	2591644	A0A516L1C6
1016027522	2583122	A0A4P8W6Y1
1016027523	2583195	A0A4P8W782
1016027524	2583114	A0A4P8W783
1016027525	2583189	A0A4P8W6Y4
1016027526	2583104	A0A4P8W6Y5
1016027527	11034	A0A4P8W786
1016027528	2583099	A0A4P8W6Y7
1016027529	2583103	A0A4P8W6Y8
1016027530	2583190	A0A4P8W6Y9
1016027531	2591644	A0A516L1C9
1016027532	2583173	A0A4P8W6Y3
1016027533	2591644	A0A516L1C8
1016027534	2583203	A0A4P8W6Y2
1016027535	2591644	A0A516L1C7
1016027536	11034	A0A4P8W781
1016027537	11034	A0A4P8W780
1016027538	2583163	A0A4P8W788
1016027539	2019601	A0A220VVQ1
1016027540	12216	A0A0P0KHR0
1016027541	10407	A0A0P0KI11
1016027542	2591644	A0A516L081
1016027543	2591644	A0A516L080
1016027544	2591644	A0A516L076
1016027545	11103	A0A0P0KI15
1016027546	2585407	A0A4P8W5M0
1016027547	2591644	A0A516L075
1016027548	2591644	A0A516L1D0
1016027549	10407	A0A0P0KHR9
1016027550	2591644	A0A516L1D2
1016027551	2591644	A0A516L1D3
1016027552	2591644	A0A516L1D4
1016027553	2591644	A0A516L1D5
1016027554	2583112	A0A4P8W790
1016027555	2583197	A0A4P8W791
1016027556	2591644	A0A516L1D8
1016027557	2591644	A0A516L1D9
1016027558	2582870	A0A4P8W794
1016027559	2583177	A0A4P8W6Z5
1016027560	2583104	A0A4P8W6Z6
1016027561	2583206	A0A4P8W6Z7
1016027562	2583191	A0A4P8W6Z8
1016027563	2583126	A0A4P8W6Z9
1016027564	657748	R4PBA6
1016027565	1322662	R4PBA7
1016027566	1322662	R4PBA4
1016027567	2583201	A0A4P8W797
1016027568	1323043	R4PBA3
1016027569	11034	A0A4P8W795
1016027570	2583166	A0A4P8W793
1016027571	2583106	A0A4P8W6Z3
1016027572	2583124	A0A4P8W6Z2
1016027573	2591644	A0A516L1D7
1016027574	2583204	A0A4P8W6Z0
1016027575	2591644	A0A516L1D6
1016027576	12216	A0A0P0KHS3
1016027577	10407	A0A0P0KI19
1016027578	2591644	A0A516L1D1
1016027579	1322801	R4PBA9
1016027580	10407	A0A0P0KHS7
1016027581	2591644	A0A516L1E0
1016027582	2591644	A0A516L1E1
1016027583	2591644	A0A516L1E2
1016027584	2591644	A0A516L1E3
1016027585	2591644	A0A516L1E4
1016027586	2591644	A0A516L1E5
1016027587	2591644	A0A516L1E6
1016027588	2591644	A0A516L1E7
1016027589	2591644	A0A516L1E8
1016027590	2591644	A0A516L1E9
1016027591	10407	A0A0P0KI27
1016027592	1322437	R4PBB0
1016027593	1322663	R4PBB2
1016027594	1322659	R4PBB3
1016027595	1322437	R4PBB4
1016027596	627424	R4PBB5
1016027597	1322801	R4PBA5
1016027598	1322663	R4PBB7
1016027599	1322437	R4PBA2
1016027600	1322659	R4PBB9
1016027601	11103	A0A0P0KI25
1016027602	2583147	A0A4P8W792
1016027603	2019601	A0A220VVP3
1016027604	2591644	A0A516L071
1016027605	2591644	A0A516L053
1016027606	2591644	A0A516L052
1016027607	2591644	A0A516L051
1016027608	2591644	A0A516L050
1016027609	11103	A0A0P0KI33
1016027610	10407	A0A0P0KHT4
1016027611	12216	A0A0P0KHT5
1016027612	10407	A0A0P0KI36
1016027613	1322470	R4PA15
1016027614	2591644	A0A516L1F0
1016027615	2591644	A0A516L1F1
1016027616	2591644	A0A516L1F2
1016027617	1322470	R4PA13
1016027618	2591644	A0A516L1F4
1016027619	2591644	A0A516L1F5
1016027620	11053	A0A139ZYL9
1016027621	2591644	A0A516L1F7
1016027622	2591644	A0A516L1F8
1016027623	2591644	A0A516L1F9
1016027624	2591644	A0A516L1F6
1016027625	1322470	R4PA04
1016027626	1322663	R4PBC2
1016027627	627424	R4PBC3
1016027628	1322659	R4PBC4
1016027629	2583141	A0A4P8W755
1016027630	1322802	R4PBC6
1016027631	1323049	R4PBC7
1016027632	2583111	A0A4P8W715
1016027633	1322660	R4PBC9
1016027634	2583139	A0A4P8W6E2
1016027635	2583141	A0A4P8W692
1016027636	2583139	A0A4P8W5V8
1016027637	2583139	A0A4P8W620
1016027638	2583111	A0A4P8W784
1016027639	2583141	A0A4P8W6X2
1016027640	2583139	A0A4P8W749
1016027641	11103	A0A0P0KI42
1016027642	10407	A0A0P0KHU3
1016027643	2583111	A0A4P8W729
1016027644	10407	A0A0P0KI45
1016027645	11053	A0A139ZYM1
1016027646	11053	A0A139ZYM2
1016027647	2591644	A0A516L1G0
1016027648	11053	A0A139ZYM4
1016027649	2591644	A0A516L1G2
1016027650	11053	A0A139ZYM6
1016027651	11053	A0A139ZYM7
1016027652	2591644	A0A516L1G5
1016027653	2591644	A0A516L1G6
1016027654	2591644	A0A516L1G7
1016027655	2591644	A0A516L1G8
1016027656	2591644	A0A516L1G9
1016027657	2591644	A0A516L1G4
1016027658	2591644	A0A516L1G3
1016027659	2591644	A0A516L1G1
1016027660	1323049	R4PBD3
1016027661	1323026	R4PBD4
1016027662	1322660	R4PBD5
1016027663	657750	R4PBD6
1016027664	1323026	R4PBD7
1016027665	1322664	R4PBD8
1016027666	1323026	R4PBD1
1016027667	11053	A0A139ZYM9
1016027668	11053	A0A139ZYM8
1016027669	11053	A0A139ZYM5
1016027670	1322802	R4PBD2
1016027671	1322624	R4PBD9
1016027672	1323067	R4PAY8
1016027673	10407	A0A0P0KI51
1016027674	10407	A0A0P0KHV2
1016027675	1323024	R4PAY1
1016027676	11103	A0A0P0KI54
1016027677	2585457	A0A4P8W5Y1
1016027678	11053	A0A139ZYN1
1016027679	11053	A0A139ZYN2
1016027680	2591644	A0A516L1H0
1016027681	11053	A0A139ZYN4
1016027682	2591644	A0A516L1H2
1016027683	2591644	A0A516L1H3
1016027684	2591644	A0A516L1H4
1016027685	11053	A0A139ZYN8
1016027686	2591644	A0A516L1H6
1016027687	2591644	A0A516L1H7
1016027688	2591644	A0A516L1H8
1016027689	2591644	A0A516L1H9
1016027690	2591644	A0A516L1H5
1016027691	10407	A0A0P0KHV9
1016027692	657750	R4PBE2
1016027693	2591644	A0A516L1H1
1016027694	1322664	R4PBE3
1016027695	11053	A0A139ZYN7
1016027696	11053	A0A139ZYN6
1016027697	627394	R4PBE7
1016027698	1322440	R4PBE8
1016027699	1322664	R4PBE9
1016027700	11053	A0A139ZYN5
1016027701	1322624	R4PBE4
1016027702	1323027	R4PBE5
1016027703	1323027	R4PBE1
1016027704	2583141	A0A4P8W5X5
1016027705	10407	A0A0P0KI60
1016027706	2583139	A0A4P8W5W0
1016027707	2585457	A0A4P8W655
1016027708	1323067	R4PAY2
1016027709	11103	A0A0P0KI64
1016027710	11103	A0A0P0KHW5
1016027711	2583160	A0A4P8W678
1016027712	2583160	A0A4P8W6J7
1016027713	10407	A0A0P0KI68
1016027714	2591644	A0A516L1I1
1016027715	2591644	A0A516L1I2
1016027716	2591644	A0A516L1I3
1016027717	2591644	A0A516L1I4
1016027718	2591644	A0A516L1I5
1016027719	2591644	A0A516L1I6
1016027720	2591644	A0A516L1I7
1016027721	2591644	A0A516L1I8
1016027722	2591644	A0A516L1I9
1016027723	2591644	A0A516L1I0
1016027724	1322624	R4PBF1
1016027725	1322440	R4PBF2
1016027726	627394	R4PBF3
1016027727	1322665	R4PBF4
1016027728	1323028	R4PBF5
1016027729	1322662	R4PBF6
1016027730	465967	R4PBF7
1016027731	1323028	R4PBF8
1016027732	1322665	R4PBF9
1016027733	1323024	R4PAX5
1016027734	1323024	R4PAX1
1016027735	2583160	A0A4P8W6D9
1016027736	2583160	A0A4P8W770
1016027737	1323067	R4PAX8
1016027738	10407	A0A0P0KHX0
1016027739	2583160	A0A4P8W6R0
1016027740	2583131	A0A4P8W6C0
1016027741	2583131	A0A4P8W5Z7
1016027742	2583131	A0A4P8W5T7
1016027743	2583131	A0A4P8W5T5
1016027744	1322439	R4PBC8
1016027745	10407	A0A0P0KHX7
1016027746	10407	A0A0P0KI78
1016027747	11053	A0A139ZYP4
1016027748	2591644	A0A516L1J2
1016027749	2591644	A0A516L1J3
1016027750	2591644	A0A516L1J4
1016027751	11053	A0A139ZYP8
1016027752	2591644	A0A516L1J6
1016027753	2591644	A0A516L1J7
1016027754	2591644	A0A516L1J8
1016027755	2591644	A0A516L1J9
1016027756	1322662	R4PBG0
1016027757	465967	R4PBG1
1016027758	2591644	A0A516L1J5
1016027759	1322666	R4PBG3
1016027760	1322663	R4PBG4
1016027761	1322441	R4PBG5
1016027762	1322528	R4PBG6
1016027763	1322441	R4PBG7
1016027764	1322663	R4PBG8
1016027765	1322666	R4PBG9
1016027766	2591644	A0A516L1J1
1016027767	55987	A0A192ZHQ9
1016027768	2591644	A0A516L1J0
1016027769	11053	A0A139ZYP7
1016027770	11053	A0A139ZYP5
1016027771	11053	A0A139ZYP2
1016027772	11103	A0A0P0KHY1
1016027773	1739614	A0A0P0KI80
1016027774	1323028	R4PBG2
1016027775	1322436	R4PB63
1016027776	11053	A0A139ZYQ0
1016027777	10407	A0A0P0KHY6
1016027778	11053	A0A139ZYQ2
1016027779	10407	A0A0P0KI88
1016027780	2591644	A0A516L1K1
1016027781	2591644	A0A516L1K2
1016027782	2591644	A0A516L1K3
1016027783	11053	A0A139ZYQ7
1016027784	2591644	A0A516L1K5
1016027785	2591644	A0A516L1K6
1016027786	2591644	A0A516L1K7
1016027787	2591644	A0A516L1K8
1016027788	2591644	A0A516L1K9
1016027789	2591644	A0A516L1K4
1016027790	1322528	R4PBH1
1016027791	2591644	A0A516L1K0
1016027792	11053	A0A139ZYQ6
1016027793	1322667	R4PBH4
